store_id,week,sales,price,promotion,holiday,day_of_week,store_type,region
store_A,0,1212.6265,10.130472,0.0,1,0,premium,urban
store_A,1,954.4545,10.529998,0.0,0,1,premium,urban
store_A,2,1066.0654,10.269437,0.0,0,2,premium,urban
store_A,3,1095.3456,10.107159,0.0,0,3,premium,urban
store_A,4,966.55225,10.118414,0.0,0,4,premium,urban
store_A,5,1024.5396,9.607901,0.0,0,5,premium,urban
store_A,6,1121.4716,9.061636,0.0,0,6,premium,urban
store_A,7,1096.5702,9.873435,0.0,0,0,premium,urban
store_A,8,1132.875,9.42917,0.0,0,1,premium,urban
store_A,9,1244.5522,9.817058,1.0,0,2,premium,urban
store_A,10,1173.3354,10.706806,0.0,0,3,premium,urban
store_A,11,1401.6262,9.467879,0.0,1,4,premium,urban
store_A,12,1180.2404,9.116606,0.0,0,5,premium,urban
store_A,13,1230.1067,9.562768,0.0,0,6,premium,urban
store_A,14,1350.9026,9.587188,1.0,0,0,premium,urban
store_A,15,1122.653,10.323833,0.0,0,1,premium,urban
store_A,16,1189.6578,10.114064,0.0,0,2,premium,urban
store_A,17,1114.2455,10.567797,0.0,0,3,premium,urban
store_A,18,1209.6483,10.328627,0.0,0,4,premium,urban
store_A,19,1171.0994,9.812774,0.0,0,5,premium,urban
store_A,20,1294.5083,10.62804,1.0,0,6,premium,urban
store_A,21,1141.081,9.333946,0.0,0,0,premium,urban
store_A,22,1236.6909,9.045424,0.0,0,1,premium,urban
store_A,23,1359.1321,9.180096,0.0,1,2,premium,urban
store_A,24,1113.6208,10.444718,0.0,0,3,premium,urban
store_A,25,1120.9719,9.923755,0.0,0,4,premium,urban
store_A,26,1170.1646,9.322543,0.0,0,5,premium,urban
store_A,27,1141.1768,10.0020895,0.0,0,6,premium,urban
store_A,28,1300.6125,9.304625,1.0,0,0,premium,urban
store_A,29,1273.2278,10.392641,1.0,0,1,premium,urban
store_A,30,1212.7638,9.892313,0.0,0,2,premium,urban
store_A,31,1082.632,9.762042,0.0,0,3,premium,urban
store_A,32,1076.0151,9.6030245,0.0,0,4,premium,urban
store_A,33,1044.249,10.260565,0.0,0,5,premium,urban
store_A,34,1124.0281,9.723625,0.0,0,6,premium,urban
store_A,35,1359.397,9.1753,0.0,1,0,premium,urban
store_A,36,1096.0808,9.2360115,0.0,0,1,premium,urban
store_A,37,1027.4221,10.923796,0.0,0,2,premium,urban
store_A,38,1033.1619,10.817162,0.0,0,3,premium,urban
store_A,39,1269.5414,10.399414,1.0,0,4,premium,urban
store_A,40,1147.2571,9.53174,0.0,0,5,premium,urban
store_A,41,1116.2965,10.938353,0.0,0,6,premium,urban
store_A,42,1072.0729,10.557502,0.0,0,0,premium,urban
store_A,43,1129.3868,10.433781,0.0,0,1,premium,urban
store_A,44,1295.5614,9.898723,1.0,0,2,premium,urban
store_A,45,1320.1937,9.544483,1.0,0,3,premium,urban
store_A,46,1223.4036,9.192781,0.0,0,4,premium,urban
store_A,47,1523.2692,10.805204,1.0,1,5,premium,urban
store_A,48,1229.2423,9.911552,0.0,0,6,premium,urban
store_A,49,1224.824,9.404727,0.0,0,0,premium,urban
store_A,50,1248.2861,9.611914,0.0,0,1,premium,urban
store_A,51,1621.3419,10.158439,1.0,1,2,premium,urban
store_A,52,1200.0713,9.353545,0.0,0,3,premium,urban
store_A,53,1246.8055,10.713228,0.0,0,4,premium,urban
store_A,54,1260.0721,10.517039,0.0,0,5,premium,urban
store_A,55,1419.738,10.438926,1.0,0,6,premium,urban
store_A,56,1465.4315,9.864186,1.0,0,0,premium,urban
store_A,57,1411.4612,10.254618,0.0,0,1,premium,urban
store_A,58,1459.6567,10.168196,1.0,0,2,premium,urban
store_A,59,1562.2711,10.299693,1.0,0,3,premium,urban
store_B,0,949.5817,10.130472,0.0,1,0,premium,urban
store_B,1,826.9795,10.529998,0.0,0,1,premium,urban
store_B,2,795.8978,10.269437,0.0,0,2,premium,urban
store_B,3,781.1968,10.107159,0.0,0,3,premium,urban
store_B,4,869.75146,10.118414,0.0,0,4,premium,urban
store_B,5,840.91705,9.607901,0.0,0,5,premium,urban
store_B,6,900.90045,9.061636,0.0,0,6,premium,urban
store_B,7,862.10693,9.873435,0.0,0,0,premium,urban
store_B,8,811.1614,9.42917,0.0,0,1,premium,urban
store_B,9,814.42114,9.817058,1.0,0,2,premium,urban
store_B,10,953.70746,10.706806,0.0,0,3,premium,urban
store_B,11,1161.8647,9.467879,0.0,1,4,premium,urban
store_B,12,901.0838,9.116606,0.0,0,5,premium,urban
store_B,13,896.9283,9.562768,0.0,0,6,premium,urban
store_B,14,1121.0658,9.587188,1.0,0,0,premium,urban
store_B,15,1012.14496,10.323833,0.0,0,1,premium,urban
store_B,16,845.7787,10.114064,0.0,0,2,premium,urban
store_B,17,942.0486,10.567797,0.0,0,3,premium,urban
store_B,18,894.31323,10.328627,0.0,0,4,premium,urban
store_B,19,1029.0061,9.812774,0.0,0,5,premium,urban
store_B,20,896.51886,10.62804,1.0,0,6,premium,urban
store_B,21,1061.0464,9.333946,0.0,0,0,premium,urban
store_B,22,963.2019,9.045424,0.0,0,1,premium,urban
store_B,23,1091.6201,9.180096,0.0,1,2,premium,urban
store_B,24,915.2826,10.444718,0.0,0,3,premium,urban
store_B,25,771.0792,9.923755,0.0,0,4,premium,urban
store_B,26,858.0784,9.322543,0.0,0,5,premium,urban
store_B,27,814.89954,10.0020895,0.0,0,6,premium,urban
store_B,28,916.48206,9.304625,1.0,0,0,premium,urban
store_B,29,772.1533,10.392641,1.0,0,1,premium,urban
store_B,30,803.5763,9.892313,0.0,0,2,premium,urban
store_B,31,862.519,9.762042,0.0,0,3,premium,urban
store_B,32,737.1871,9.6030245,0.0,0,4,premium,urban
store_B,33,785.4303,10.260565,0.0,0,5,premium,urban
store_B,34,906.9479,9.723625,0.0,0,6,premium,urban
store_B,35,994.5817,9.1753,0.0,1,0,premium,urban
store_B,36,1004.37634,9.2360115,0.0,0,1,premium,urban
store_B,37,979.0918,10.923796,0.0,0,2,premium,urban
store_B,38,870.12354,10.817162,0.0,0,3,premium,urban
store_B,39,785.6754,10.399414,1.0,0,4,premium,urban
store_B,40,769.2815,9.53174,0.0,0,5,premium,urban
store_B,41,963.49274,10.938353,0.0,0,6,premium,urban
store_B,42,831.17865,10.557502,0.0,0,0,premium,urban
store_B,43,830.58295,10.433781,0.0,0,1,premium,urban
store_B,44,794.41534,9.898723,1.0,0,2,premium,urban
store_B,45,835.0851,9.544483,1.0,0,3,premium,urban
store_B,46,885.5207,9.192781,0.0,0,4,premium,urban
store_B,47,1178.3236,10.805204,1.0,1,5,premium,urban
store_B,48,993.4054,9.911552,0.0,0,6,premium,urban
store_B,49,841.88434,9.404727,0.0,0,0,premium,urban
store_B,50,883.09314,9.611914,0.0,0,1,premium,urban
store_B,51,1036.8414,10.158439,1.0,1,2,premium,urban
store_B,52,903.3836,9.353545,0.0,0,3,premium,urban
store_B,53,965.40485,10.713228,0.0,0,4,premium,urban
store_B,54,1031.0249,10.517039,0.0,0,5,premium,urban
store_B,55,1094.0964,10.438926,1.0,0,6,premium,urban
store_B,56,988.38293,9.864186,1.0,0,0,premium,urban
store_B,57,911.7493,10.254618,0.0,0,1,premium,urban
store_B,58,1025.1101,10.168196,1.0,0,2,premium,urban
store_B,59,978.6775,10.299693,1.0,0,3,premium,urban
store_C,0,728.35284,10.130472,0.0,1,0,premium,urban
store_C,1,503.7172,10.529998,0.0,0,1,premium,urban
store_C,2,557.5812,10.269437,0.0,0,2,premium,urban
store_C,3,579.2723,10.107159,0.0,0,3,premium,urban
store_C,4,557.2319,10.118414,0.0,0,4,premium,urban
store_C,5,573.1017,9.607901,0.0,0,5,premium,urban
store_C,6,581.31024,9.061636,0.0,0,6,premium,urban
store_C,7,567.57776,9.873435,0.0,0,0,premium,urban
store_C,8,606.85065,9.42917,0.0,0,1,premium,urban
store_C,9,618.42255,9.817058,1.0,0,2,premium,urban
store_C,10,637.49005,10.706806,0.0,0,3,premium,urban
store_C,11,864.7779,9.467879,0.0,1,4,premium,urban
store_C,12,571.1436,9.116606,0.0,0,5,premium,urban
store_C,13,612.2043,9.562768,0.0,0,6,premium,urban
store_C,14,872.13513,9.587188,1.0,0,0,premium,urban
store_C,15,738.0299,10.323833,0.0,0,1,premium,urban
store_C,16,604.6675,10.114064,0.0,0,2,premium,urban
store_C,17,650.33057,10.567797,0.0,0,3,premium,urban
store_C,18,661.12146,10.328627,0.0,0,4,premium,urban
store_C,19,603.7142,9.812774,0.0,0,5,premium,urban
store_C,20,828.2985,10.62804,1.0,0,6,premium,urban
store_C,21,669.9662,9.333946,0.0,0,0,premium,urban
store_C,22,638.91095,9.045424,0.0,0,1,premium,urban
store_C,23,838.9723,9.180096,0.0,1,2,premium,urban
store_C,24,834.94836,10.444718,0.0,0,3,premium,urban
store_C,25,555.9125,9.923755,0.0,0,4,premium,urban
store_C,26,477.89877,9.322543,0.0,0,5,premium,urban
store_C,27,651.99023,10.0020895,0.0,0,6,premium,urban
store_C,28,535.84216,9.304625,1.0,0,0,premium,urban
store_C,29,523.2324,10.392641,1.0,0,1,premium,urban
store_C,30,595.6628,9.892313,0.0,0,2,premium,urban
store_C,31,429.21732,9.762042,0.0,0,3,premium,urban
store_C,32,595.64905,9.6030245,0.0,0,4,premium,urban
store_C,33,574.6885,10.260565,0.0,0,5,premium,urban
store_C,34,477.18958,9.723625,0.0,0,6,premium,urban
store_C,35,703.0953,9.1753,0.0,1,0,premium,urban
store_C,36,530.65405,9.2360115,0.0,0,1,premium,urban
store_C,37,506.09885,10.923796,0.0,0,2,premium,urban
store_C,38,417.0998,10.817162,0.0,0,3,premium,urban
store_C,39,526.0255,10.399414,1.0,0,4,premium,urban
store_C,40,635.823,9.53174,0.0,0,5,premium,urban
store_C,41,495.87946,10.938353,0.0,0,6,premium,urban
store_C,42,534.13354,10.557502,0.0,0,0,premium,urban
store_C,43,557.8907,10.433781,0.0,0,1,premium,urban
store_C,44,535.6469,9.898723,1.0,0,2,premium,urban
store_C,45,590.8869,9.544483,1.0,0,3,premium,urban
store_C,46,574.78455,9.192781,0.0,0,4,premium,urban
store_C,47,796.0737,10.805204,1.0,1,5,premium,urban
store_C,48,546.10583,9.911552,0.0,0,6,premium,urban
store_C,49,580.9428,9.404727,0.0,0,0,premium,urban
store_C,50,606.4677,9.611914,0.0,0,1,premium,urban
store_C,51,851.0876,10.158439,1.0,1,2,premium,urban
store_C,52,763.8405,9.353545,0.0,0,3,premium,urban
store_C,53,824.2607,10.713228,0.0,0,4,premium,urban
store_C,54,656.9345,10.517039,0.0,0,5,premium,urban
store_C,55,813.55115,10.438926,1.0,0,6,premium,urban
store_C,56,885.26666,9.864186,1.0,0,0,premium,urban
store_C,57,618.21106,10.254618,0.0,0,1,premium,urban
store_C,58,649.7526,10.168196,1.0,0,2,premium,urban
store_C,59,649.2765,10.299693,1.0,0,3,premium,urban
